product_id,sku,product_name,brand,producer,product_type,category,sub_category,country,region,subregion,appellation,grape_variety,grape_class,wine_style,spirit_style,flavor_profile,food_pairing,alcohol,vintage,bottle_size,price_segment,critic_score,critic_source,taste_vector,pairing_vector,recommendation_score
209,sku_000209,gin_0209,liq9,agave_fuego,gin,beverage,spirits,italy,tuscany,tuscany_central,tuscany_central_premier_cru,,,,,guava,,41.3,,750ml,entry,89,distiller,"[0.90,0.20,0.50]","[0.00,0.30,0.60]",0.84
210,sku_000210,rum_0210,liq9,spirit_house_orbit,rum,beverage,spirits,italy,tuscany,tuscany_central,tuscany_central_grand_cru,,,,,lychee,,42.0,,750ml,premium,90,whisky_advocate,"[0.00,0.30,0.60]","[0.10,0.40,0.70]",0.85
211,sku_000211,vodka_0211,liq9,domaine_atlas,vodka,beverage,spirits,italy,veneto,veneto_north,veneto_north_village,,,,,papaya,,42.7,,750ml,super_premium,91,wine_spectator,"[0.10,0.40,0.70]","[0.20,0.50,0.80]",0.86
212,sku_000212,tequila_0212,liq9,chateau_rivage,tequila,beverage,spirits,italy,veneto,veneto_north,veneto_north_premier_cru,,,,,banana,,43.4,,750ml,luxury,92,wine_advocate,"[0.20,0.50,0.80]","[0.30,0.60,0.90]",0.87
213,sku_000213,liqueur_0213,liq9,cantina_luna,liqueur,beverage,spirits,italy,veneto,veneto_north,veneto_north_grand_cru,,,,,dragonfruit,,44.1,,750ml,entry,93,decanter,"[0.30,0.60,0.90]","[0.40,0.70,0.00]",0.88
214,sku_000214,cognac_0214,liq9,bodega_sol,cognac,beverage,spirits,italy,veneto,veneto_south,veneto_south_village,,,,irish_whiskey,melon,,44.8,,750ml,premium,94,jancis_robinson,"[0.40,0.70,0.00]","[0.50,0.80,0.10]",0.89
215,sku_000215,sake_0215,liq9,distillery_north,sake,beverage,spirits,italy,veneto,veneto_south,veneto_south_premier_cru,,,,,rose_petal,,45.5,,750ml,super_premium,95,distiller,"[0.50,0.80,0.10]","[0.60,0.90,0.20]",0.9
216,sku_000216,beer_0216,liq9,distillery_delta,beer,beverage,spirits,italy,veneto,veneto_south,veneto_south_grand_cru,,,,,violet,,46.2,,750ml,luxury,96,whisky_advocate,"[0.60,0.90,0.20]","[0.70,0.00,0.30]",0.91
217,sku_000217,wine_0217,wine_now,brewery_harbor,wine,beverage,fine_wine,italy,veneto,veneto_east,veneto_east_village,olaszrizling,white,late_harvest,,orange_blossom,green_curry,46.9,2017,750ml,entry,97,wine_spectator,"[0.70,0.00,0.30]","[0.80,0.10,0.40]",0.92
218,sku_000218,wine_accessory_0218,wine_now,sake_house_kumo,wine_accessory,accessory,wine_accessory,italy,veneto,veneto_east,veneto_east_premier_cru,,,,,jasmine,,,,single_unit,premium,98,wine_advocate,"[0.80,0.10,0.40]","[0.90,0.20,0.50]",0.93
219,sku_000219,glassware_0219,wine_now,agave_fuego,glassware,accessory,glassware,italy,veneto,veneto_east,veneto_east_grand_cru,,,,,honeysuckle,,,,set_of_2,super_premium,99,decanter,"[0.90,0.20,0.50]","[0.00,0.30,0.60]",0.94
220,sku_000220,whisky_0220,liq9,spirit_house_orbit,whisky,beverage,spirits,italy,veneto,veneto_west,veneto_west_village,,,,canadian_rye,lavender,,49.0,,750ml,luxury,100,jancis_robinson,"[0.00,0.30,0.60]","[0.10,0.40,0.70]",0.95
221,sku_000221,gin_0221,liq9,domaine_atlas,gin,beverage,spirits,italy,veneto,veneto_west,veneto_west_premier_cru,,,,,elderflower,,49.7,,750ml,entry,84,distiller,"[0.10,0.40,0.70]","[0.20,0.50,0.80]",0.96
222,sku_000222,rum_0222,liq9,chateau_rivage,rum,beverage,spirits,italy,veneto,veneto_west,veneto_west_grand_cru,,,,,chamomile,,50.4,,750ml,premium,85,whisky_advocate,"[0.20,0.50,0.80]","[0.30,0.60,0.90]",0.97
223,sku_000223,vodka_0223,liq9,cantina_luna,vodka,beverage,spirits,italy,veneto,veneto_central,veneto_central_village,,,,,acacia,,51.1,,750ml,super_premium,86,wine_spectator,"[0.30,0.60,0.90]","[0.40,0.70,0.00]",0.98
224,sku_000224,tequila_0224,liq9,bodega_sol,tequila,beverage,spirits,italy,veneto,veneto_central,veneto_central_premier_cru,,,,,mushroom,,51.8,,750ml,luxury,87,wine_advocate,"[0.40,0.70,0.00]","[0.50,0.80,0.10]",0.99
225,sku_000225,liqueur_0225,liq9,distillery_north,liqueur,beverage,spirits,italy,veneto,veneto_central,veneto_central_grand_cru,,,,,forest_floor,,52.5,,750ml,entry,88,decanter,"[0.50,0.80,0.10]","[0.60,0.90,0.20]",0.55
226,sku_000226,cognac_0226,liq9,distillery_delta,cognac,beverage,spirits,italy,sicily,sicily_north,sicily_north_village,,,,scotch_single_malt,truffle,,53.2,,750ml,premium,89,jancis_robinson,"[0.60,0.90,0.20]","[0.70,0.00,0.30]",0.56
227,sku_000227,sake_0227,liq9,brewery_harbor,sake,beverage,spirits,italy,sicily,sicily_north,sicily_north_premier_cru,,,,,wet_leaf,,53.9,,750ml,super_premium,90,distiller,"[0.70,0.00,0.30]","[0.80,0.10,0.40]",0.57
228,sku_000228,beer_0228,liq9,sake_house_kumo,beer,beverage,spirits,italy,sicily,sicily_north,sicily_north_grand_cru,,,,,leather,,54.6,,750ml,luxury,91,whisky_advocate,"[0.80,0.10,0.40]","[0.90,0.20,0.50]",0.58
229,sku_000229,wine_0229,wine_now,agave_fuego,wine,beverage,fine_wine,italy,sicily,sicily_south,sicily_south_village,godello,white,dessert_sweet,,tobacco,bouillabaisse,55.3,2014,750ml,entry,92,wine_spectator,"[0.90,0.20,0.50]","[0.00,0.30,0.60]",0.59
230,sku_000230,wine_accessory_0230,wine_now,spirit_house_orbit,wine_accessory,accessory,wine_accessory,italy,sicily,sicily_south,sicily_south_premier_cru,,,,,dried_herbs,,,,single_unit,premium,93,wine_advocate,"[0.00,0.30,0.60]","[0.10,0.40,0.70]",0.6
231,sku_000231,glassware_0231,wine_now,domaine_atlas,glassware,accessory,glassware,italy,sicily,sicily_south,sicily_south_grand_cru,,,,,olive_tapenade,,,,set_of_2,super_premium,94,decanter,"[0.10,0.40,0.70]","[0.20,0.50,0.80]",0.61
232,sku_000232,whisky_0232,liq9,chateau_rivage,whisky,beverage,spirits,italy,sicily,sicily_east,sicily_east_village,,,,speyside_sherry_cask,game,,57.4,,750ml,luxury,95,jancis_robinson,"[0.20,0.50,0.80]","[0.30,0.60,0.90]",0.62
233,sku_000233,gin_0233,liq9,cantina_luna,gin,beverage,spirits,italy,sicily,sicily_east,sicily_east_premier_cru,,,,,vanilla,,58.1,,750ml,entry,96,distiller,"[0.30,0.60,0.90]","[0.40,0.70,0.00]",0.63
234,sku_000234,rum_0234,liq9,bodega_sol,rum,beverage,spirits,italy,sicily,sicily_east,sicily_east_grand_cru,,,,,cedar,,58.8,,750ml,premium,97,whisky_advocate,"[0.40,0.70,0.00]","[0.50,0.80,0.10]",0.64
235,sku_000235,vodka_0235,liq9,distillery_north,vodka,beverage,spirits,italy,sicily,sicily_west,sicily_west_village,,,,,toast,,59.5,,750ml,super_premium,98,wine_spectator,"[0.50,0.80,0.10]","[0.60,0.90,0.20]",0.65
236,sku_000236,tequila_0236,liq9,distillery_delta,tequila,beverage,spirits,italy,sicily,sicily_west,sicily_west_premier_cru,,,,,smoke,,5.2,,750ml,luxury,99,wine_advocate,"[0.60,0.90,0.20]","[0.70,0.00,0.30]",0.66
237,sku_000237,liqueur_0237,liq9,brewery_harbor,liqueur,beverage,spirits,italy,sicily,sicily_west,sicily_west_grand_cru,,,,,cocoa,,5.9,,750ml,entry,100,decanter,"[0.70,0.00,0.30]","[0.80,0.10,0.40]",0.67
238,sku_000238,cognac_0238,liq9,sake_house_kumo,cognac,beverage,spirits,italy,sicily,sicily_central,sicily_central_village,,,,american_single_malt,mocha,,6.6,,750ml,premium,84,jancis_robinson,"[0.80,0.10,0.40]","[0.90,0.20,0.50]",0.68
239,sku_000239,sake_0239,liq9,agave_fuego,sake,beverage,spirits,italy,sicily,sicily_central,sicily_central_premier_cru,,,,,coffee_bean,,7.3,,750ml,super_premium,85,distiller,"[0.90,0.20,0.50]","[0.00,0.30,0.60]",0.69
240,sku_000240,beer_0240,liq9,spirit_house_orbit,beer,beverage,spirits,italy,sicily,sicily_central,sicily_central_grand_cru,,,,,caramel,,8.0,,750ml,luxury,86,whisky_advocate,"[0.00,0.30,0.60]","[0.10,0.40,0.70]",0.7
241,sku_000241,wine_0241,wine_now,domaine_atlas,wine,beverage,fine_wine,italy,puglia,puglia_north,puglia_north_village,silvaner,white,light_red,,sandalwood,fish_and_chips,8.7,2011,750ml,entry,87,wine_spectator,"[0.10,0.40,0.70]","[0.20,0.50,0.80]",0.71
242,sku_000242,wine_accessory_0242,wine_now,chateau_rivage,wine_accessory,accessory,wine_accessory,italy,puglia,puglia_north,puglia_north_premier_cru,,,,,black_pepper,,,,single_unit,premium,88,wine_advocate,"[0.20,0.50,0.80]","[0.30,0.60,0.90]",0.72
243,sku_000243,glassware_0243,wine_now,cantina_luna,glassware,accessory,glassware,italy,puglia,puglia_north,puglia_north_grand_cru,,,,,white_pepper,,,,set_of_2,super_premium,89,decanter,"[0.30,0.60,0.90]","[0.40,0.70,0.00]",0.73
244,sku_000244,whisky_0244,liq9,bodega_sol,whisky,beverage,spirits,italy,puglia,puglia_south,puglia_south_village,,,,canadian_whisky,clove,,10.8,,750ml,luxury,90,jancis_robinson,"[0.40,0.70,0.00]","[0.50,0.80,0.10]",0.74
245,sku_000245,gin_0245,liq9,distillery_north,gin,beverage,spirits,italy,puglia,puglia_south,puglia_south_premier_cru,,,,,cinnamon,,11.5,,750ml,entry,91,distiller,"[0.50,0.80,0.10]","[0.60,0.90,0.20]",0.75
246,sku_000246,rum_0246,liq9,distillery_delta,rum,beverage,spirits,italy,puglia,puglia_south,puglia_south_grand_cru,,,,,anise,,12.2,,750ml,premium,92,whisky_advocate,"[0.60,0.90,0.20]","[0.70,0.00,0.30]",0.76
247,sku_000247,vodka_0247,liq9,brewery_harbor,vodka,beverage,spirits,italy,puglia,puglia_east,puglia_east_village,,,,,ginger,,12.9,,750ml,super_premium,93,wine_spectator,"[0.70,0.00,0.30]","[0.80,0.10,0.40]",0.77
248,sku_000248,tequila_0248,liq9,sake_house_kumo,tequila,beverage,spirits,italy,puglia,puglia_east,puglia_east_premier_cru,,,,,nutmeg,,13.6,,750ml,luxury,94,wine_advocate,"[0.80,0.10,0.40]","[0.90,0.20,0.50]",0.78
249,sku_000249,liqueur_0249,liq9,agave_fuego,liqueur,beverage,spirits,italy,puglia,puglia_east,puglia_east_grand_cru,,,,,cardamom,,14.3,,750ml,entry,95,decanter,"[0.90,0.20,0.50]","[0.00,0.30,0.60]",0.79
250,sku_000250,cognac_0250,liq9,spirit_house_orbit,cognac,beverage,spirits,italy,puglia,puglia_west,puglia_west_village,,,,world_blended_malt,licorice,,15.0,,750ml,premium,96,jancis_robinson,"[0.00,0.30,0.60]","[0.10,0.40,0.70]",0.8
251,sku_000251,sake_0251,liq9,domaine_atlas,sake,beverage,spirits,italy,puglia,puglia_west,puglia_west_premier_cru,,,,,wet_stone,,15.7,,750ml,super_premium,97,distiller,"[0.10,0.40,0.70]","[0.20,0.50,0.80]",0.81
252,sku_000252,beer_0252,liq9,chateau_rivage,beer,beverage,spirits,italy,puglia,puglia_west,puglia_west_grand_cru,,,,,flint,,16.4,,750ml,luxury,98,whisky_advocate,"[0.20,0.50,0.80]","[0.30,0.60,0.90]",0.82
253,sku_000253,wine_0253,wine_now,cantina_luna,wine,beverage,fine_wine,italy,puglia,puglia_central,puglia_central_village,savagnin,white,bold_oaked_red,,chalk,biryani,17.1,2023,750ml,entry,99,wine_spectator,"[0.30,0.60,0.90]","[0.40,0.70,0.00]",0.83
254,sku_000254,wine_accessory_0254,wine_now,bodega_sol,wine_accessory,accessory,wine_accessory,italy,puglia,puglia_central,puglia_central_premier_cru,,,,,saline,,,,single_unit,premium,100,wine_advocate,"[0.40,0.70,0.00]","[0.50,0.80,0.10]",0.84
255,sku_000255,glassware_0255,wine_now,distillery_north,glassware,accessory,glassware,italy,puglia,puglia_central,puglia_central_grand_cru,,,,,graphite,,,,set_of_2,super_premium,84,decanter,"[0.50,0.80,0.10]","[0.60,0.90,0.20]",0.85
256,sku_000256,whisky_0256,liq9,distillery_delta,whisky,beverage,spirits,italy,campania,campania_north,campania_north_village,,,,campbeltown_single_malt,slate,,19.2,,750ml,luxury,85,jancis_robinson,"[0.60,0.90,0.20]","[0.70,0.00,0.30]",0.86
257,sku_000257,gin_0257,liq9,brewery_harbor,gin,beverage,spirits,italy,campania,campania_north,campania_north_premier_cru,,,,,iodine,,19.9,,750ml,entry,86,distiller,"[0.70,0.00,0.30]","[0.80,0.10,0.40]",0.87
258,sku_000258,rum_0258,liq9,sake_house_kumo,rum,beverage,spirits,italy,campania,campania_north,campania_north_grand_cru,,,,,oyster_shell,,20.6,,750ml,premium,87,whisky_advocate,"[0.80,0.10,0.40]","[0.90,0.20,0.50]",0.88
259,sku_000259,vodka_0259,liq9,agave_fuego,vodka,beverage,spirits,italy,campania,campania_south,campania_south_village,,,,,volcanic_ash,,21.3,,750ml,super_premium,88,wine_spectator,"[0.90,0.20,0.50]","[0.00,0.30,0.60]",0.89
260,sku_000260,tequila_0260,liq9,spirit_house_orbit,tequila,beverage,spirits,italy,campania,campania_south,campania_south_premier_cru,,,,,green_apple,,22.0,,750ml,luxury,89,wine_advocate,"[0.00,0.30,0.60]","[0.10,0.40,0.70]",0.9
261,sku_000261,liqueur_0261,liq9,domaine_atlas,liqueur,beverage,spirits,italy,campania,campania_south,campania_south_grand_cru,,,,,yellow_apple,,22.7,,750ml,entry,90,decanter,"[0.10,0.40,0.70]","[0.20,0.50,0.80]",0.91
262,sku_000262,cognac_0262,liq9,chateau_rivage,cognac,beverage,spirits,italy,campania,campania_east,campania_east_village,,,,tennessee_whiskey,pear,,23.4,,750ml,premium,91,jancis_robinson,"[0.20,0.50,0.80]","[0.30,0.60,0.90]",0.92
263,sku_000263,sake_0263,liq9,cantina_luna,sake,beverage,spirits,italy,campania,campania_east,campania_east_premier_cru,,,,,quince,,24.1,,750ml,super_premium,92,distiller,"[0.30,0.60,0.90]","[0.40,0.70,0.00]",0.93
264,sku_000264,beer_0264,liq9,bodega_sol,beer,beverage,spirits,italy,campania,campania_east,campania_east_grand_cru,,,,,apricot,,24.8,,750ml,luxury,93,whisky_advocate,"[0.40,0.70,0.00]","[0.50,0.80,0.10]",0.94
265,sku_000265,wine_0265,wine_now,distillery_north,wine,beverage,fine_wine,italy,campania,campania_west,campania_west_village,frontenac,red,aromatic_white,,peach,moussaka,25.5,2020,750ml,entry,94,wine_spectator,"[0.50,0.80,0.10]","[0.60,0.90,0.20]",0.95
266,sku_000266,wine_accessory_0266,wine_now,distillery_delta,wine_accessory,accessory,wine_accessory,italy,campania,campania_west,campania_west_premier_cru,,,,,nectarine,,,,single_unit,premium,95,wine_advocate,"[0.60,0.90,0.20]","[0.70,0.00,0.30]",0.96
267,sku_000267,glassware_0267,wine_now,brewery_harbor,glassware,accessory,glassware,italy,campania,campania_west,campania_west_grand_cru,,,,,mirabelle,,,,set_of_2,super_premium,96,decanter,"[0.70,0.00,0.30]","[0.80,0.10,0.40]",0.97
268,sku_000268,whisky_0268,liq9,sake_house_kumo,whisky,beverage,spirits,italy,campania,campania_central,campania_central_village,,,,japanese_blended,cherry,,27.6,,750ml,luxury,97,jancis_robinson,"[0.80,0.10,0.40]","[0.90,0.20,0.50]",0.98
269,sku_000269,gin_0269,liq9,agave_fuego,gin,beverage,spirits,italy,campania,campania_central,campania_central_premier_cru,,,,,raspberry,,28.3,,750ml,entry,98,distiller,"[0.90,0.20,0.50]","[0.00,0.30,0.60]",0.99
270,sku_000270,rum_0270,liq9,spirit_house_orbit,rum,beverage,spirits,italy,campania,campania_central,campania_central_grand_cru,,,,,strawberry,,29.0,,750ml,premium,99,whisky_advocate,"[0.00,0.30,0.60]","[0.10,0.40,0.70]",0.55
271,sku_000271,vodka_0271,liq9,domaine_atlas,vodka,beverage,spirits,italy,lombardy,lombardy_north,lombardy_north_village,,,,,cranberry,,29.7,,750ml,super_premium,100,wine_spectator,"[0.10,0.40,0.70]","[0.20,0.50,0.80]",0.56
272,sku_000272,tequila_0272,liq9,chateau_rivage,tequila,beverage,spirits,italy,lombardy,lombardy_north,lombardy_north_premier_cru,,,,,red_plum,,30.4,,750ml,luxury,84,wine_advocate,"[0.20,0.50,0.80]","[0.30,0.60,0.90]",0.57
273,sku_000273,liqueur_0273,liq9,cantina_luna,liqueur,beverage,spirits,italy,lombardy,lombardy_north,lombardy_north_grand_cru,,,,,red_currant,,31.1,,750ml,entry,85,decanter,"[0.30,0.60,0.90]","[0.40,0.70,0.00]",0.58
274,sku_000274,cognac_0274,liq9,bodega_sol,cognac,beverage,spirits,italy,lombardy,lombardy_south,lombardy_south_village,,,,french_whisky,pomegranate,,31.8,,750ml,premium,86,jancis_robinson,"[0.40,0.70,0.00]","[0.50,0.80,0.10]",0.59
275,sku_000275,sake_0275,liq9,distillery_north,sake,beverage,spirits,italy,lombardy,lombardy_south,lombardy_south_premier_cru,,,,,wild_berry,,32.5,,750ml,super_premium,87,distiller,"[0.50,0.80,0.10]","[0.60,0.90,0.20]",0.6
276,sku_000276,beer_0276,liq9,distillery_delta,beer,beverage,spirits,italy,lombardy,lombardy_south,lombardy_south_grand_cru,,,,,sour_cherry,,33.2,,750ml,luxury,88,whisky_advocate,"[0.60,0.90,0.20]","[0.70,0.00,0.30]",0.61
277,sku_000277,wine_0277,wine_now,brewery_harbor,wine,beverage,fine_wine,italy,lombardy,lombardy_east,lombardy_east_village,muscat_bailey_a,red,late_harvest,,blackberry,roast_turkey,33.9,2017,750ml,entry,89,wine_spectator,"[0.70,0.00,0.30]","[0.80,0.10,0.40]",0.62
278,sku_000278,wine_accessory_0278,wine_now,sake_house_kumo,wine_accessory,accessory,wine_accessory,italy,lombardy,lombardy_east,lombardy_east_premier_cru,,,,,black_cherry,,,,single_unit,premium,90,wine_advocate,"[0.80,0.10,0.40]","[0.90,0.20,0.50]",0.63
279,sku_000279,glassware_0279,wine_now,agave_fuego,glassware,accessory,glassware,italy,lombardy,lombardy_east,lombardy_east_grand_cru,,,,,blueberry,,,,set_of_2,super_premium,91,decanter,"[0.90,0.20,0.50]","[0.00,0.30,0.60]",0.64
280,sku_000280,whisky_0280,liq9,spirit_house_orbit,whisky,beverage,spirits,italy,lombardy,lombardy_west,lombardy_west_village,,,,highland_single_malt,black_plum,,36.0,,750ml,luxury,92,jancis_robinson,"[0.00,0.30,0.60]","[0.10,0.40,0.70]",0.65
281,sku_000281,gin_0281,liq9,domaine_atlas,gin,beverage,spirits,italy,lombardy,lombardy_west,lombardy_west_premier_cru,,,,,cassis,,36.7,,750ml,entry,93,distiller,"[0.10,0.40,0.70]","[0.20,0.50,0.80]",0.66
282,sku_000282,rum_0282,liq9,chateau_rivage,rum,beverage,spirits,italy,lombardy,lombardy_west,lombardy_west_grand_cru,,,,,fig,,37.4,,750ml,premium,94,whisky_advocate,"[0.20,0.50,0.80]","[0.30,0.60,0.90]",0.67
283,sku_000283,vodka_0283,liq9,cantina_luna,vodka,beverage,spirits,italy,lombardy,lombardy_central,lombardy_central_village,,,,,mulberry,,38.1,,750ml,super_premium,95,wine_spectator,"[0.30,0.60,0.90]","[0.40,0.70,0.00]",0.68
284,sku_000284,tequila_0284,liq9,bodega_sol,tequila,beverage,spirits,italy,lombardy,lombardy_central,lombardy_central_premier_cru,,,,,boysenberry,,38.8,,750ml,luxury,96,wine_advocate,"[0.40,0.70,0.00]","[0.50,0.80,0.10]",0.69
285,sku_000285,liqueur_0285,liq9,distillery_north,liqueur,beverage,spirits,italy,lombardy,lombardy_central,lombardy_central_grand_cru,,,,,date,,39.5,,750ml,entry,97,decanter,"[0.50,0.80,0.10]","[0.60,0.90,0.20]",0.7
286,sku_000286,cognac_0286,liq9,distillery_delta,cognac,beverage,spirits,italy,friuli_venezia_giulia,friuli_venezia_giulia_north,friuli_venezia_giulia_north_village,,,,rye_whiskey,lemon,,40.2,,750ml,premium,98,jancis_robinson,"[0.60,0.90,0.20]","[0.70,0.00,0.30]",0.71
287,sku_000287,sake_0287,liq9,brewery_harbor,sake,beverage,spirits,italy,friuli_venezia_giulia,friuli_venezia_giulia_north,friuli_venezia_giulia_north_premier_cru,,,,,lime,,40.9,,750ml,super_premium,99,distiller,"[0.70,0.00,0.30]","[0.80,0.10,0.40]",0.72
288,sku_000288,beer_0288,liq9,sake_house_kumo,beer,beverage,spirits,italy,friuli_venezia_giulia,friuli_venezia_giulia_north,friuli_venezia_giulia_north_grand_cru,,,,,grapefruit,,41.6,,750ml,luxury,100,whisky_advocate,"[0.80,0.10,0.40]","[0.90,0.20,0.50]",0.73
289,sku_000289,wine_0289,wine_now,agave_fuego,wine,beverage,fine_wine,italy,friuli_venezia_giulia,friuli_venezia_giulia_south,friuli_venezia_giulia_south_village,malbec,red,dessert_sweet,,orange_zest,massaman_curry,42.3,2014,750ml,entry,84,wine_spectator,"[0.90,0.20,0.50]","[0.00,0.30,0.60]",0.74
290,sku_000290,wine_accessory_0290,wine_now,spirit_house_orbit,wine_accessory,accessory,wine_accessory,italy,friuli_venezia_giulia,friuli_venezia_giulia_south,friuli_venezia_giulia_south_premier_cru,,,,,mandarin,,,,single_unit,premium,85,wine_advocate,"[0.00,0.30,0.60]","[0.10,0.40,0.70]",0.75
291,sku_000291,glassware_0291,wine_now,domaine_atlas,glassware,accessory,glassware,italy,friuli_venezia_giulia,friuli_venezia_giulia_south,friuli_venezia_giulia_south_grand_cru,,,,,bergamot,,,,set_of_2,super_premium,86,decanter,"[0.10,0.40,0.70]","[0.20,0.50,0.80]",0.76
292,sku_000292,whisky_0292,liq9,chateau_rivage,whisky,beverage,spirits,italy,friuli_venezia_giulia,friuli_venezia_giulia_east,friuli_venezia_giulia_east_village,,,,japanese_whisky,yuzu,,44.4,,750ml,luxury,87,jancis_robinson,"[0.20,0.50,0.80]","[0.30,0.60,0.90]",0.77
293,sku_000293,gin_0293,liq9,cantina_luna,gin,beverage,spirits,italy,friuli_venezia_giulia,friuli_venezia_giulia_east,friuli_venezia_giulia_east_premier_cru,,,,,pomelo,,45.1,,750ml,entry,88,distiller,"[0.30,0.60,0.90]","[0.40,0.70,0.00]",0.78
294,sku_000294,rum_0294,liq9,bodega_sol,rum,beverage,spirits,italy,friuli_venezia_giulia,friuli_venezia_giulia_east,friuli_venezia_giulia_east_grand_cru,,,,,candied_lemon,,45.8,,750ml,premium,89,whisky_advocate,"[0.40,0.70,0.00]","[0.50,0.80,0.10]",0.79
295,sku_000295,vodka_0295,liq9,distillery_north,vodka,beverage,spirits,italy,friuli_venezia_giulia,friuli_venezia_giulia_west,friuli_venezia_giulia_west_village,,,,,pineapple,,46.5,,750ml,super_premium,90,wine_spectator,"[0.50,0.80,0.10]","[0.60,0.90,0.20]",0.8
296,sku_000296,tequila_0296,liq9,distillery_delta,tequila,beverage,spirits,italy,friuli_venezia_giulia,friuli_venezia_giulia_west,friuli_venezia_giulia_west_premier_cru,,,,,mango,,47.2,,750ml,luxury,91,wine_advocate,"[0.60,0.90,0.20]","[0.70,0.00,0.30]",0.81
297,sku_000297,liqueur_0297,liq9,brewery_harbor,liqueur,beverage,spirits,italy,friuli_venezia_giulia,friuli_venezia_giulia_west,friuli_venezia_giulia_west_grand_cru,,,,,passionfruit,,47.9,,750ml,entry,92,decanter,"[0.70,0.00,0.30]","[0.80,0.10,0.40]",0.82
298,sku_000298,cognac_0298,liq9,sake_house_kumo,cognac,beverage,spirits,italy,friuli_venezia_giulia,friuli_venezia_giulia_central,friuli_venezia_giulia_central_village,,,,australian_single_malt,guava,,48.6,,750ml,premium,93,jancis_robinson,"[0.80,0.10,0.40]","[0.90,0.20,0.50]",0.83
299,sku_000299,sake_0299,liq9,agave_fuego,sake,beverage,spirits,italy,friuli_venezia_giulia,friuli_venezia_giulia_central,friuli_venezia_giulia_central_premier_cru,,,,,lychee,,49.3,,750ml,super_premium,94,distiller,"[0.90,0.20,0.50]","[0.00,0.30,0.60]",0.84
300,sku_000300,beer_0300,liq9,spirit_house_orbit,beer,beverage,spirits,italy,friuli_venezia_giulia,friuli_venezia_giulia_central,friuli_venezia_giulia_central_grand_cru,,,,,papaya,,50.0,,750ml,luxury,95,whisky_advocate,"[0.00,0.30,0.60]","[0.10,0.40,0.70]",0.85
301,sku_000301,wine_0301,wine_now,domaine_atlas,wine,beverage,fine_wine,italy,abruzzo,abruzzo_north,abruzzo_north_village,tinta_roriz,red,light_red,,banana,burger,50.7,2011,750ml,entry,96,wine_spectator,"[0.10,0.40,0.70]","[0.20,0.50,0.80]",0.86
302,sku_000302,wine_accessory_0302,wine_now,chateau_rivage,wine_accessory,accessory,wine_accessory,italy,abruzzo,abruzzo_north,abruzzo_north_premier_cru,,,,,dragonfruit,,,,single_unit,premium,97,wine_advocate,"[0.20,0.50,0.80]","[0.30,0.60,0.90]",0.87
303,sku_000303,glassware_0303,wine_now,cantina_luna,glassware,accessory,glassware,italy,abruzzo,abruzzo_north,abruzzo_north_grand_cru,,,,,melon,,,,set_of_2,super_premium,98,decanter,"[0.30,0.60,0.90]","[0.40,0.70,0.00]",0.88
304,sku_000304,whisky_0304,liq9,bodega_sol,whisky,beverage,spirits,italy,abruzzo,abruzzo_south,abruzzo_south_village,,,,islay_single_malt,rose_petal,,52.8,,750ml,luxury,99,jancis_robinson,"[0.40,0.70,0.00]","[0.50,0.80,0.10]",0.89
305,sku_000305,gin_0305,liq9,distillery_north,gin,beverage,spirits,italy,abruzzo,abruzzo_south,abruzzo_south_premier_cru,,,,,violet,,53.5,,750ml,entry,100,distiller,"[0.50,0.80,0.10]","[0.60,0.90,0.20]",0.9
306,sku_000306,rum_0306,liq9,distillery_delta,rum,beverage,spirits,italy,abruzzo,abruzzo_south,abruzzo_south_grand_cru,,,,,orange_blossom,,54.2,,750ml,premium,84,whisky_advocate,"[0.60,0.90,0.20]","[0.70,0.00,0.30]",0.91
307,sku_000307,vodka_0307,liq9,brewery_harbor,vodka,beverage,spirits,italy,abruzzo,abruzzo_east,abruzzo_east_village,,,,,jasmine,,54.9,,750ml,super_premium,85,wine_spectator,"[0.70,0.00,0.30]","[0.80,0.10,0.40]",0.92
308,sku_000308,tequila_0308,liq9,sake_house_kumo,tequila,beverage,spirits,italy,abruzzo,abruzzo_east,abruzzo_east_premier_cru,,,,,honeysuckle,,55.6,,750ml,luxury,86,wine_advocate,"[0.80,0.10,0.40]","[0.90,0.20,0.50]",0.93
309,sku_000309,liqueur_0309,liq9,agave_fuego,liqueur,beverage,spirits,italy,abruzzo,abruzzo_east,abruzzo_east_grand_cru,,,,,lavender,,56.3,,750ml,entry,87,decanter,"[0.90,0.20,0.50]","[0.00,0.30,0.60]",0.94
310,sku_000310,cognac_0310,liq9,spirit_house_orbit,cognac,beverage,spirits,italy,abruzzo,abruzzo_west,abruzzo_west_village,,,,high_rye_bourbon,elderflower,,57.0,,750ml,premium,88,jancis_robinson,"[0.00,0.30,0.60]","[0.10,0.40,0.70]",0.95
311,sku_000311,sake_0311,liq9,domaine_atlas,sake,beverage,spirits,italy,abruzzo,abruzzo_west,abruzzo_west_premier_cru,,,,,chamomile,,57.7,,750ml,super_premium,89,distiller,"[0.10,0.40,0.70]","[0.20,0.50,0.80]",0.96
312,sku_000312,beer_0312,liq9,chateau_rivage,beer,beverage,spirits,italy,abruzzo,abruzzo_west,abruzzo_west_grand_cru,,,,,acacia,,58.4,,750ml,luxury,90,whisky_advocate,"[0.20,0.50,0.80]","[0.30,0.60,0.90]",0.97
